,title,studios,type,genres,ratio_rank,completed_count,start_date,anime_id
8347,Kusatta Kyoushi no Houteishiki,J.C.Staff,OVA,Boys Love|Comedy|Romance,7119.0,2901,1994,1909
8348,Haruwo,,OVA,Action,10624.0,395,2005,6000
8349,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,J.C.Staff,OVA,Action|Sci-Fi|Super Power,1238.0,48139,2010,9047
8350,Bokusatsu Tenshi Dokuro-chan,Hal Film Maker|Nomad,OVA,Comedy|Ecchi,2167.0,132826,2005,357
8351,Toriko Hime: Hakudaku Mamire no Reijou,Suzuki Mirano,OVA,Hentai,6931.0,2593,2011,9778
8352,High Score Girl: Extra Stage,J.C.Staff,OVA,Comedy|Romance|Game|School|Seinen,918.0,51567,2019,38422
8353,Honoo no Labyrinth,Studio Fantasia,OVA,Adventure|Comedy|Ecchi|Samurai,6109.0,5751,2000,581
8354,Choukou Tenshi Escalayer,Chaos Project,OVA,Sci-Fi|Hentai|Demons|Super Power,5320.0,6452,2002,1780
8355,Netorare: Tanabe Yuuka no Dokuhaku,Studio Boogie Nights,OVA,Hentai,8223.0,2036,2010,9375
8356,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,Peak Hunt,OVA,Hentai,3960.0,8308,2014,28157
8357,Gakuen Sodom,,OVA,Hentai,8898.0,1064,1998,3063
8358,Initial D Battle Stage,Pastel,OVA,Action|Drama|Sports|Cars|Seinen,1870.0,25143,2002,821
8359,Kansen 5: The Daybreak,Rabbit Gate,OVA,Hentai,6270.0,2518,2012,12961
8360,Star☆Jewel Gaiden: Natsumi Oblivion,Zyc,OVA,Girls Love|Erotica|Hentai,9470.0,1116,2012,13917
8361,"Rinkan Gakuen: Yamete! ...Okaasan, Minaide!",Himajin Planning,OVA,Hentai,8933.0,1528,2005,5568
8362,Toumei Ningen (OVA),Y.O.U.C,OVA,Hentai,5394.0,5841,2006,3888
8363,Tsugumomo OVA,Zero-G,OVA,Action|Comedy|Supernatural|Ecchi|School|Seinen,3641.0,12553,2020,39470
8364,Hyakka Ryouran: Samurai After,Arms,OVA,Ecchi|Harem,4395.0,10841,2015,25689
8365,Ai Shimai 2: Futari no Kajitsu,Actas,OVA,Hentai,5611.0,5761,2003,1635
8366,Princess Lover! OVA,,OVA,Hentai,3738.0,24043,2010,8918
8367,Re: Cutey Honey,Gainax|Toei Animation,OVA,Action|Comedy|Girls Love|Sci-Fi|Ecchi,3135.0,12142,2004,151
8368,Hellsing: Digest for Freaks,Satelight,OVA,Action|Horror|Supernatural|Military|Super Power|Vampire|Seinen,2244.0,23165,2006,6904
8369,Hotaruko,Arms,OVA,Hentai,7231.0,2599,2003,2371
8370,Mesu Saga: Persona,T-Rex,OVA,Hentai,6154.0,3187,2013,19103
8371,Cream Lemon,AIC|APPP,OVA,Comedy|Drama|Fantasy|Girls Love|Romance|Sci-Fi|Erotica|Hentai|Parody,7374.0,1363,1984,3239
8372,Makai Tenshi Djibril,Studio Ten,OVA,Hentai,5724.0,5000,2004,1360
8373,Shidoukan Day After The Animation,Seven,OVA,Hentai,8099.0,1916,2021,48652
8374,Maid in Heaven SuperS,Shinkuukan,OVA,Hentai,5961.0,4920,2005,2188
8375,Wild Adapter,Anpro,OVA,Action|Drama|Mystery|Shoujo,6598.0,2506,2014,13843
8376,Renketsu Houshiki,Suzuki Mirano,OVA,Hentai,5518.0,4382,2008,3679
8377,Canary,Soeishinsha,OVA,Fantasy|Romance|Music|School,10057.0,1196,2002,2146
8378,Shikiyoku Infinite,Queen Bee,OVA,Hentai,6383.0,1540,2020,42224
8379,Biohazard 4: Incubate,,OVA,Action|Horror|Mystery|Supernatural|Suspense|Demons|Military|Police,6496.0,4448,2006,8278
8380,Fuyu no Semi Special,Venet,OVA,Action|Boys Love|Drama|Erotica|Historical|Military|Samurai,5670.0,2825,2008,10048
8381,Chu^2,,OVA,Hentai,9887.0,848,1997,3562
8382,xxxHOLiC: Shunmuki,Production I.G,OVA,Comedy|Drama|Mystery|Supernatural|Psychological|Seinen,858.0,44467,2009,4918
8383,Devilman: Tanjou-hen,Oh! Production,OVA,Horror|Sci-Fi|Supernatural|Demons,2861.0,18230,1987,2354
8384,Kishin Houkou Demonbane,Group TAC|View Works,OVA,Comedy|Drama|Sci-Fi|Mecha,6677.0,5169,2004,766
8385,Hajimete no Hitozuma,New Generation,OVA,Hentai,6269.0,638,2020,40855
8386,Peace Hame!,Studio 9 Maiami,OVA,Hentai,4860.0,5680,2012,13057
8387,Honoo no Haramase Doukyuusei,T-Rex,OVA,Girls Love|Erotica|Hentai|Harem|School,5791.0,3784,2008,6041
8388,Sexy Sailor Soldiers,APPP,OVA,Action|Comedy|Hentai|Super Power,8811.0,1402,2003,3402
8389,Katsugeki Shoujo Tanteidan,TMS Entertainment,OVA,Action|Comedy|School,10200.0,1054,1986,9491
8390,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,PoRO,OVA,Hentai,5898.0,3890,2010,7708
8391,Sakuramiya Shimai no Netorare Kiroku,,OVA,Hentai,8141.0,1394,2019,39526
8392,Heartful Maman The Animation,G-Lam|Studio CA,OVA,Hentai,5011.0,5661,2017,36010
8393,Donburi Kazoku,Y.O.U.C,OVA,Hentai,7519.0,2828,2006,3422
8394,Sonic★the★Hedgehog,Studio Pierrot,OVA,Adventure|Comedy|Sci-Fi|Shounen,3909.0,13935,1996,2263
8395,Seitokai Yakuindomo* OVA,GoHands,OVA,Comedy|Slice of Life|School|Shounen,1021.0,16489,2014,26123
8396,Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi,BreakBottle,OVA,Hentai,6135.0,3279,2017,34529
8397,Joshikousei no Koshitsuki,Studio Eromatick,OVA,Hentai,4075.0,7082,2013,18691
8398,Chichiiro Toiki,Rabbit Gate,OVA,Hentai,4184.0,8302,2014,21925
8399,Armed Blue Gunvolt,LandQ studios,OVA,Action|Sci-Fi|Super Power,7977.0,3016,2017,33564
8400,Phantom The Animation,Arcs Create,OVA,Action|Drama|Shounen,5117.0,7612,2004,438
8401,Bikyaku Seido Kaichou Ai,Oz Inc.,OVA,Hentai,6006.0,2908,2014,20589
8402,Sukitte Ii na yo.: Dareka ga,Zexcs,OVA,Romance|School|Shoujo,1785.0,43593,2013,16868
8403,Ijime: Ikenie no Kyoushitsu,SynergySP,OVA,Drama|Shoujo,9221.0,1238,2012,12599
8404,Inbo,,OVA,Hentai,6933.0,3287,2005,3896
8405,Kuraibito,PoRO,OVA,Hentai,6851.0,3622,2014,23101
8406,Kakushi Dere,Peak Hunt,OVA,Hentai,4531.0,6054,2013,17745
8407,Nazo no Kanojo X: Nazo no Natsu Matsuri,Hoods Entertainment,OVA,Mystery|Romance|Ecchi|Seinen,2213.0,29531,2012,13093
8408,Zero no Mono,Studio March,OVA,Hentai,9086.0,1185,2001,3826
8409,Soredemo Tsuma wo Aishiteru 2,T-Rex,OVA,Hentai,7162.0,1962,2018,38141
8410,Dream Hazard: Akuma no Program,J.T.P.P.,OVA,Hentai,10318.0,701,1998,4178
8411,Unsweet: Netorare Ochita Onna-tachi,T-Rex,OVA,Hentai|School,6097.0,3973,2012,15539
8412,Dragon Knight,Studio Wombat,OVA,Action|Fantasy|Hentai|Demons,8868.0,1675,1991,2479
8413,Yunyun☆Paradise,AIC,OVA,Hentai,8740.0,1029,1995,3645
8414,Carnival Phantasm EX Season,Lerche,OVA,Comedy|Supernatural,1624.0,35627,2011,12187
8415,Akina to Onsen de H Shiyo!,Studio Boogie Nights,OVA,Hentai,5748.0,5102,2010,9849
8416,Angel Densetsu,Toei Animation,OVA,Action|Comedy|School,2174.0,23078,1996,5251
8417,Kafun Shoujo Chuuihou! The Animation,T-Rex|Space-X,OVA,Hentai,4505.0,5866,2008,3939
8418,Kakugo no Susume,Ashi Production,OVA,Action|Horror|Sci-Fi|Ecchi|Demons|Mecha|Super Power,8093.0,4758,1996,1647
8419,De:vadasy,,OVA,Action|Ecchi|Mecha|Psychological,9968.0,1314,2000,1529
8420,"Nee, ...Shiyo♥",Queen Bee,OVA,Hentai,5832.0,4387,2018,36895
8421,Boku to Sensei to Tomodachi no Mama,Queen Bee,OVA,Hentai,7290.0,2616,2019,39803
8422,Haritsuke,Queen Bee,OVA,Hentai,8504.0,1813,2020,41282
8423,Abashiri Ikka,Studio Pierrot,OVA,Action|Comedy|Shounen,8712.0,1964,1991,305
8424,Milk Junkie: Shimai-hen,T-Rex,OVA,Hentai,5116.0,5749,2005,2396
8425,Daraku: Onna Kyoushi Hakai,Shinjukuza,OVA,Hentai,7269.0,2607,2002,3578
8426,Mahou Shoujo wa Kiss Shite Kawaru,Schoolzone,OVA,Hentai,9532.0,1019,2014,23171
8427,Fella Hame Lips,BreakBottle,OVA,Hentai,4310.0,7123,2016,33231
8428,Itazura The Animation,Arms,OVA,Hentai,5509.0,5005,2005,2539
8429,Gogo no Kouchou: Junai Mellow yori,Studio Prokion,OVA,Hentai,5344.0,5580,2012,14993
8430,Soushitsukyou,Lead,OVA,Girls Love|Erotica|Hentai,9395.0,1214,2004,5393
8431,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,J.C.Staff,OVA,Comedy,3107.0,20908,2014,22759
8432,Tokubetsu Jugyou 3 SLG The Animation,Anime Antenna Iinkai,OVA,Hentai,6413.0,2793,2014,21363
8433,Love 2 Quad,PoRO,OVA,Hentai,4802.0,6786,2012,14539
8434,Dragon Half,Production I.G,OVA,Comedy|Fantasy|Parody,3814.0,14036,1993,870
8435,Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,Studio 9 Maiami,OVA,Hentai,7824.0,1976,2017,35573
8436,Ryoujoku no Machi: Kyouen no Ceremony,Sonsan Kikaku,OVA,Fantasy|Hentai|Military,8587.0,1580,2001,3140
8437,Aisei Tenshi Love Mary: Akusei Jutai - The Animation,Studio 1st,OVA,Hentai,8137.0,2169,2020,40801
8438,Bitch na Inane-sama,Queen Bee,OVA,Hentai,7245.0,1597,2021,48654
8439,Injuu Alien,PP Project,OVA,Action|Adventure|Horror|Sci-Fi|Hentai,9008.0,1864,1997,2315
8440,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,G-Lam,OVA,Hentai,4556.0,6460,2016,32620
8441,Yotsunoha,Hal Film Maker,OVA,Romance|School,5563.0,6843,2008,3011
8442,Seikimatsu★Darling,Horannabi,OVA,Boys Love|Comedy|Drama|Romance,5785.0,5544,1996,1217
8443,Ichigeki Sacchuu!! Hoihoi-san,Daume,OVA,Comedy|Sci-Fi|Slice of Life,6452.0,5468,2004,932
8444,Kekkou Kamen,Bee Media|Studio Signal,OVA,Comedy|Ecchi,8006.0,2272,1991,2525
8445,Cambrian,Studio Jam,OVA,Hentai,7796.0,2633,2005,2412
8446,Zero Sum Game: Sex Crime,,OVA,Hentai,9320.0,1216,2001,4496
8447,Kangoku: Injoku no Jikkentou,Eshoya Honpo,OVA,Hentai,8679.0,1546,2006,2395
8448,Kimi no Iru Machi OVA,Gonzo,OVA,Drama|Romance|Slice of Life|Shounen,3482.0,11819,2014,20649
8449,"Haikyuu!! vs. ""Akaten""",Production I.G,OVA,Sports|Shounen,752.0,62408,2016,35806
8450,Boin,Shindeban Film,OVA,Hentai,5050.0,7575,2005,2413
8451,Aneimo,Flavors Soft,OVA,Hentai,4356.0,7931,2008,5194
8452,Choukou Sennin Haruka,,OVA,Girls Love|Erotica|Hentai,7167.0,2891,2009,6558
8453,Bio Hunter,Madhouse,OVA,Action|Horror|Demons,6319.0,6919,1995,1269
8454,Haha Sange,Y.O.U.C,OVA,Hentai,7611.0,2979,2010,7612
8455,Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,Studio Boogie Nights,OVA,Hentai,8568.0,1595,2010,9211
8456,Hanappe Bazooka,Studio Signal,OVA,Action|Comedy|Ecchi|School,8766.0,1612,1992,4042
8457,Princess Knight☆Catue,Studio 9 Maiami,OVA,Hentai,6099.0,3283,2010,8987
8458,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,Xebec,OVA,Comedy|Sci-Fi|Parody,2635.0,21958,2012,18713
8459,Fate/Grand Carnival,Lerche,OVA,Comedy|Fantasy|Supernatural,2277.0,6222,2020,44248
8460,Saint Seiya: Meiou Hades Juuni Kyuu-hen,Toei Animation,OVA,Adventure|Sci-Fi|Shounen,1246.0,42542,2002,1257
8461,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,J.C.Staff,OVA,Comedy|Fantasy|Romance|Slice of Life|Ecchi,2626.0,24526,2006,1531
8462,Kowaremono The Animation,Studio 1st,OVA,Hentai|School,6258.0,4643,2015,31995
8463,Baby Princess 3D Paradise 0 [Love],Studio Comet,OVA,Ecchi|Harem|Seinen,4347.0,19514,2011,10196
8464,Maken-Ki! OVA,Xebec|AIC Spirits,OVA,Action|Ecchi|Harem|Martial Arts|School|Super Power,3248.0,38280,2012,11209
8465,Yume Kui: Tsurumiku Shiki Game Seisaku,Suzuki Mirano,OVA,Hentai,5609.0,4816,2011,10695
8466,Mudazumo Naki Kaikaku: The Legend of Koizumi,TYO Animations,OVA,Comedy|Game|Parody|Seinen,4589.0,7251,2010,6946
8467,Boku dake no Hentai Kanojo The Animation,Studio 1st,OVA,Hentai,5901.0,5132,2017,35781
8468,Amakano,MoMo Production,OVA,Hentai,4427.0,7327,2016,31810
8469,Inda no Himekishi Janne,,OVA,Fantasy|Horror|Hentai,6526.0,3444,2006,4004
8470,"Nee, Chanto Shiyou Yo!",Studio 9 Maiami,OVA,Hentai,4661.0,6349,2005,3771
8471,Makai Toshi Shinjuku,Madhouse,OVA,Adventure|Horror|Romance|Supernatural|Shounen,5302.0,10726,1988,499
8472,Switch,Actas,OVA,Action|Mystery|Police,3606.0,13533,2008,3574
8473,Drifters: Special Edition,Hoods Drifters Studio,OVA,Action|Adventure|Comedy|Fantasy|Historical|Samurai|Seinen,2015.0,22226,2016,33032
8474,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,Office Take Off,OVA,Hentai,4523.0,7899,2010,9435
8475,Initial D Extra Stage 2,A.C.G.T.,OVA,Action|Drama|Sports|Cars|Seinen,2161.0,26016,2008,5228
8476,Seisai,Y.O.U.C,OVA,Avant Garde|Fantasy|Horror|Hentai,8859.0,1669,2003,2944
8477,Love Bitch: Yasashii Onna,T-Rex,OVA,Hentai,6697.0,3519,2011,11969
8478,Mamahaha,Y.O.U.C,OVA,Drama|Romance|Hentai,8200.0,2299,2005,3976
8479,Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,Office Take Off,OVA,Hentai,3962.0,9712,2008,5097
8480,Kujibiki Unbalance,Palm Studio,OVA,Comedy|Romance|School,5996.0,7106,2004,669
8481,Darling,Front Line,OVA,Comedy|Hentai,6409.0,3695,2003,3058
8482,Kindan no Mokushiroku: Crystal Triangle,animate Film|Studio Live,OVA,Adventure|Mystery|Demons|Military,10099.0,997,1987,2972
8483,Koikishi Purely☆Kiss The Animation,Seven,OVA,Romance|Hentai,4102.0,7640,2013,18655
8484,Soujuu Senshi Psychic Wars,Toei Animation,OVA,Action|Demons|Super Power|Seinen,10463.0,2315,1991,1345
8485,Ichigo Chocola Flavor,Studio 9 Maiami,OVA,Hentai,7000.0,2685,2017,35558
8486,Imawa no Kuni no Alice (OVA),SILVER LINK.|Connect,OVA,Action|Supernatural|Suspense|Psychological|Shounen,2396.0,24061,2014,24781
8487,"Watashi wa, Kairaku Izonshou",Studio 9 Maiami,OVA,Hentai,6917.0,2611,2016,32238
8488,Malice@Doll,Soeishinsha,OVA,Horror|Sci-Fi|Psychological,7785.0,2065,2001,2261
8489,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,PoRO,OVA,Hentai,4904.0,5135,2013,16914
8490,Strait Jacket,feel.,OVA,Action|Fantasy|Sci-Fi,3490.0,15462,2007,3086
8491,Himesama Gentei!,PoRO,OVA,Hentai,4895.0,4847,2012,13219
8492,Inshitsu Otaku ni Ikareru Kanojo,Studio 9 Maiami,OVA,Hentai,7212.0,2471,2011,10570
8493,Fault!! Service: Aratanaru Rival,T-Rex,OVA,Hentai|School,4504.0,6778,2013,16638
8494,Inmou,Seven,OVA,Hentai,7869.0,1610,2020,40922
8495,Idol Fight Suchie-Pai 2,Daume,OVA,Action|Ecchi,10417.0,835,1996,3816
8496,Honoo no Mirage: Minagiwa no Hangyakusha,Madhouse,OVA,Action|Boys Love|Drama|Romance|Supernatural|Historical|Shoujo,4794.0,5554,2004,1020
8497,True Blue: Gaiden,,OVA,Hentai,8415.0,1834,2005,3729
8498,Seikatsu Shidou!! Anime Edition,Studio 9 Maiami,OVA,Hentai,6805.0,3185,2016,34015
8499,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Brain's Base,OVA,Drama|Slice of Life|Supernatural|Demons|Shoujo,706.0,45794,2014,20651
8500,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,Brain's Base,OVA,Comedy|Romance|Slice of Life|Ecchi|Shounen,6724.0,5630,2014,27619
8501,Bungou Stray Dogs: Hitori Ayumu,Bones,OVA,Action|Mystery|Supernatural|Super Power|Seinen,422.0,104240,2017,33071
8502,Koi Maguwai,Studio 1st,OVA,Romance|Hentai,4810.0,6810,2014,28311
8503,Imakara Atashi......,BreakBottle,OVA,Hentai,6869.0,3034,2016,32982
8504,Earthian,J.C.Staff|Production Reed,OVA,Boys Love|Drama|Shoujo,6480.0,4840,1989,1324
8505,Juliet,Public & Basic|Ripple Film,OVA,Comedy|Supernatural|Ecchi,10420.0,573,1998,8993
8506,Netorare Fighter Yaricchingu!,T-Rex,OVA,Hentai,6920.0,2778,2010,9008
8507,Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,T-Rex,OVA,Girls Love|Erotica|Hentai,7315.0,2675,2009,6286
8508,Ojousama Sousamou,Daume,OVA,Action|Comedy|Mystery|Police,9668.0,1670,1996,2057
8509,"Hitou Meguri The Animation: Wakaokami, Rachiru",,OVA,Hentai,7048.0,2983,2006,4365
8510,Ai Doll,Y.O.U.C,OVA,Drama|Hentai,8128.0,2000,2000,1791
8511,IS: Infinite Stratos 2 - World Purge-hen,8bit,OVA,Action|Comedy|Sci-Fi|Ecchi|Harem|Mecha,2493.0,57055,2014,21653
8512,Kamisama Hajimemashita: Kako-hen,TMS Entertainment,OVA,Comedy|Fantasy|Romance|Supernatural|Demons|Shoujo,598.0,99554,2015,30709
8513,AD Police,AIC|Artmic,OVA,Adventure|Horror|Mystery|Sci-Fi|Suspense|Mecha|Police|Psychological,5450.0,7487,1990,1346
8514,"""Bungaku Shoujo"" Memoire",Production I.G,OVA,Drama|Romance|School,2589.0,16530,2010,8481
8515,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,Trans Arts,OVA,Action|Adventure|Fantasy|Sci-Fi,5593.0,8931,2006,1202
8516,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,Office Takeout,OVA,Hentai,4546.0,8287,2015,29809
8517,Nikuyome: Takayanagi Ke no Hitobito,Studio Soul,OVA,Hentai,5161.0,4832,2005,2446
8518,Kansen: Ball Buster The Animation,Okumaza,OVA,Hentai,7223.0,3359,2013,20959
8519,Kowaremono: Risa Plus The Animation,Studio 1st,OVA,Hentai,5345.0,5376,2016,33979
8520,Saint Seiya: Meiou Hades Meikai-hen,Toei Animation,OVA,Action|Adventure|Fantasy|Sci-Fi|Demons|Super Power|Shounen,1677.0,37608,2005,1253
8521,PeroPero☆Teacher,,OVA,Hentai,6287.0,4124,2014,22119
8522,Kyuukyoku no Sex Adventure Kamasutra,animate Film,OVA,Action|Comedy|Romance|Supernatural|Hentai,10042.0,844,1992,3910
8523,Toshi Densetsu Monogatari Hikiko,,OVA,Horror,7648.0,2158,2008,6809
8524,Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,Hoods Entertainment,OVA,Comedy|Romance|Harem|School,3839.0,17283,2014,24451
8525,Ryoujoku Famiresu Choukyou Menu,PoRO,OVA,Hentai,6280.0,3497,2010,9310
8526,Arcana Famiglia: Capriccio - stile Arcana Famiglia,J.C.Staff,OVA,Romance|Shoujo,3991.0,14588,2013,15411
8527,Shoujo Kyouiku,Studio Eromatick,OVA,Hentai,5532.0,5740,2015,29705
8528,Ikkitousen: Shuugaku Toushi Keppuuroku,Arms,OVA,Action|Ecchi|Martial Arts|School|Super Power,4736.0,8853,2011,11255
8529,Muramata-san no Himitsu,Queen Bee,OVA,Hentai,5750.0,4556,2020,42031
8530,Oujo & Onna Kishi W Do Gehin Roshutsu,Anime Antenna Iinkai,OVA,Fantasy|Hentai,8085.0,1603,2020,42223
8531,Inyouchuu The Animation,Suzuki Mirano,OVA,Supernatural|Hentai|School,6640.0,3231,2006,3747
8532,Momoiro Bouenkyou Anime Edition,Studio 9 Maiami,OVA,Hentai,8046.0,2043,2017,34758
8533,Watashi no Shiranai Mesu no Kao,Studio Eromatick,OVA,Hentai,7222.0,2515,2010,7458
8534,Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenban,,OVA,Fantasy|Horror|Supernatural|Hentai|Demons,7508.0,2016,2010,9287
8535,Okane ga Nai,Lilix,OVA,Boys Love|Drama|Romance|Erotica,4078.0,34955,2007,2148
8536,Helter Skelter: Hakudaku no Mura,Suzuki Mirano,OVA,Hentai,5913.0,3436,2009,5651
8537,Ajin OVA,Polygon Pictures,OVA,Action|Horror|Mystery|Supernatural|Seinen,2144.0,23209,2016,32015
8538,Kao no nai Tsuki,Imagin|ORADA COMPANY,OVA,Hentai,5236.0,6067,2001,1408
8539,Tsun Tsun Maid wa Ero Ero Desu,Studio 1st,OVA,Hentai,3995.0,10135,2013,15841
8540,Kandagawa Jet Girls: Koko kara Hajimaru Tokyo Girls Promotion,TNK,OVA,Sports|Ecchi,7609.0,3705,2020,41146
8541,Natsu ga Owaru made The Animation,BreakBottle,OVA,Hentai,7481.0,2403,2020,41794
8542,Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,Studio Pierrot,OVA,Comedy|Shounen,4900.0,9020,2008,35118
8543,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,Silver|Arvo Animation,OVA,Comedy|Romance|Harem|School|Shounen,1662.0,36659,2019,39819
8544,Nama Lo Re: Namakemono The Animation,,OVA,Hentai,6326.0,3839,2016,33138
8545,Ayatsuri Haramase DreamNote,Schoolzone,OVA,Hentai,6706.0,3891,2009,6635
8546,Kyoukasho ni Nai!,AIC,OVA,Comedy|Romance|Ecchi|School,8194.0,2401,1998,1271
8547,Kobayashi ga Kawai sugite Tsurai!!,,OVA,Romance|School|Shoujo,6035.0,5964,2013,19575
8548,Ikusa Otome Valkyrie,Himajin Planning,OVA,Hentai,6685.0,3753,2004,2858
8549,Futari Ecchi (2014),Production Reed,OVA,Comedy|Romance|Slice of Life|Ecchi|Seinen,6360.0,4735,2014,23985
8550,Star☆Jewel,Zyc,OVA,Girls Love|Erotica|Hentai,6484.0,3172,2011,12373
8551,Wolf's Rain OVA,Bones,OVA,Adventure|Drama|Sci-Fi|Supernatural|Psychological,1652.0,43097,2004,1023
8552,Ijirare: Fukushuu Saimin,T-Rex,OVA,Hentai|School,3939.0,7964,2021,43465
8553,Nekopara OVA,Felix Film,OVA,Comedy|Romance,2515.0,47842,2017,34658
8554,Hunter x Hunter: Greed Island Final,Nippon Animation,OVA,Action|Adventure|Fantasy|Super Power|Shounen,691.0,105546,2004,139
8555,Okusama wa Moto Yariman,Circle Tribute,OVA,Hentai,4614.0,7530,2014,21751
8556,Shuffle! Prologue,asread.,OVA,Comedy|Fantasy|Romance|Harem|School|Seinen,4226.0,11040,2005,7396
8557,Magical☆Star Kanon 100%,Manglobe,OVA,Music|Shounen,3201.0,24002,2013,17725
8558,B.B. Fish,Production I.G,OVA,Drama|Romance|Seinen,10265.0,1264,1994,5904
8559,Stringendo: Angel-tachi no Private Lesson,Flavors Soft|Maboroshi Koubou,OVA,Hentai,4188.0,6822,2006,3559
8560,One Piece: Taose! Kaizoku Ganzack,Production I.G,OVA,Action|Adventure|Comedy|Fantasy|Super Power|Shounen,3311.0,25167,1998,466
8561,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,feel.|Zexcs,OVA,Comedy|Fantasy|Romance|Harem|Vampire,3307.0,19949,2011,9347
8562,Baki: Most Evil Death Row Convicts Special Anime,Telecom Animation Film,OVA,Action|Martial Arts|Shounen,4527.0,9475,2016,33566
8563,Stringendo+Accelerando Ultimatum Sera,Maboroshi Koubou,OVA,Hentai,4243.0,8353,2008,4502
8564,Body Jack: Tanoshii Yutai Ridatsu,,OVA,Comedy|Ecchi,9289.0,1433,1987,4149
8565,Yama Hime no Mi,,OVA,Hentai,7157.0,2308,2007,4701
8566,Highschool of the Dead: Drifters of the Dead,Madhouse,OVA,Comedy|Supernatural|Ecchi,1632.0,246962,2011,9515
8567,Aku no Onna Kanbu: Full Moon Night,T-Rex,OVA,Supernatural|Hentai,5113.0,6525,2012,16059
8568,Shin Hitou Meguri,PoRO,OVA,Hentai,6394.0,3615,2013,19101
8569,3x3 Eyes,Toei Animation,OVA,Action|Fantasy|Horror|Romance|Demons,3674.0,14939,1991,300
8570,Fukubiki! Triangle: Miharu After,PoRO,OVA,Hentai,4045.0,9512,2010,8110
8571,Amagami SS OVA,AIC,OVA,Romance|School,1746.0,40014,2011,9117
8572,Tales of Symphonia The Animation: Sylvarant-hen,ufotable,OVA,Action|Adventure|Fantasy|Martial Arts,2363.0,28617,2007,1731
8573,Imako System,Studio 9 Maiami,OVA,Hentai,7121.0,2951,2014,21513
8574,Choujin Gakuen Gowcaizer: The Voltage Fighters,J.C.Staff,OVA,Action|Sci-Fi|Ecchi|Martial Arts|Shounen,9310.0,1742,1996,1560
8575,Ichinen Buri no The Animation,Studio 1st,OVA,Hentai,6420.0,3186,2017,34937
8576,Queen's Blade OVA,Arms,OVA,Action|Adventure|Fantasy|Ecchi,5432.0,7999,2011,10924
8577,Inyouchuu Etsu,Studio Fantasia,OVA,Fantasy|Romance|Supernatural|Hentai|Demons,7014.0,2864,2011,9904
8578,Stretta The Animation,Maboroshi Koubou,OVA,Hentai,4980.0,6374,2009,6194
8579,Honoo no Haramase Tenkousei,T-Rex,OVA,Girls Love|Erotica|Hentai|Harem|School,5557.0,4583,2006,4399
8580,Residence,,OVA,Hentai|Demons,5173.0,4321,2017,35446
8581,Gunnm,Madhouse,OVA,Drama|Sci-Fi|Mecha|Shounen,2269.0,32539,1993,1016
8582,Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,T-Rex,OVA,Hentai,4007.0,8420,2018,37233
8583,Haikyuu!! (OVA),,OVA,Sports|Shounen,2756.0,13843,2020,40372
8584,Chii-chan Kaihatsu Nikki,T-Rex,OVA,Hentai,6877.0,2028,2020,40520
8585,Mizugi Kanojo The Animation,T-Rex,OVA,Hentai,3759.0,9825,2009,5959
8586,Discode: Ijou Seiai,Studio 9 Maiami,OVA,Hentai,6397.0,4685,2004,3324
8587,Ao no Exorcist: Kyoto Fujouou-hen OVA,A-1 Pictures,OVA,Action|Fantasy|Supernatural|Demons|Shounen,2033.0,34452,2017,34465
8588,Baldr Force Exe Resolution,Satelight,OVA,Action|Drama|Sci-Fi|Mecha,5021.0,9109,2006,1682
8589,Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,Suzuki Mirano,OVA,Hentai,5760.0,4746,2010,7969
8590,Haiyore! Nyaruko-san F,Xebec,OVA,Comedy|Romance|Sci-Fi|Parody,1786.0,38472,2015,26023
